Series,date,value,period
Political Stability Index TUN,,-0.868218719959259,2018-01-01
Political Stability Index TUN,,-0.877072870731354,2019-01-01
Political Stability Index TUN,,-0.59433114528656,2020-01-01
Political Stability Index TUN,,-0.756551444530487,2021-01-01
Political Stability Index TUN,,-0.596295177936554,2022-01-01
Political Stability Index UZB,,-0.54373174905777,1996-01-01
Political Stability Index UZB,,-0.683049440383911,1998-01-01
Political Stability Index UZB,,-1.30195045471191,2000-01-01
Political Stability Index UZB,,-1.0568835735321,2002-01-01
Political Stability Index UZB,,-1.29919517040253,2003-01-01
Political Stability Index UZB,,-1.45551669597626,2004-01-01
Political Stability Index UZB,,-1.95789563655853,2005-01-01
Political Stability Index UZB,,-1.78465950489044,2006-01-01
Political Stability Index UZB,,-1.36203336715698,2007-01-01
Political Stability Index UZB,,-1.20710647106171,2008-01-01
Political Stability Index UZB,,-0.950552523136139,2009-01-01
Political Stability Index UZB,,-0.720438122749329,2010-01-01
Political Stability Index UZB,,-0.599719345569611,2011-01-01
Political Stability Index UZB,,-0.518739342689514,2012-01-01
Political Stability Index UZB,,-0.536078989505768,2013-01-01
Political Stability Index UZB,,-0.273108631372452,2014-01-01
Political Stability Index UZB,,-0.374532461166382,2015-01-01
Political Stability Index UZB,,-0.280753701925278,2016-01-01
Political Stability Index UZB,,-0.244979038834572,2017-01-01
Political Stability Index UZB,,-0.304469525814056,2018-01-01
Political Stability Index UZB,,-0.296665459871292,2019-01-01
Political Stability Index UZB,,-0.436710476875305,2020-01-01
Political Stability Index UZB,,-0.252974152565002,2021-01-01
Political Stability Index UZB,,-0.196214869618416,2022-01-01
Political Stability Index YEM,,-1.31153786182404,1996-01-01
Political Stability Index YEM,,-1.19284749031067,1998-01-01
Political Stability Index YEM,,-1.14544129371643,2000-01-01
Political Stability Index YEM,,-1.30688047409058,2002-01-01
Political Stability Index YEM,,-1.48176205158234,2003-01-01
Political Stability Index YEM,,-1.55118668079376,2004-01-01
Political Stability Index YEM,,-1.43667340278625,2005-01-01
Political Stability Index YEM,,-1.34531164169312,2006-01-01
Political Stability Index YEM,,-1.59425187110901,2007-01-01
Political Stability Index YEM,,-2.01279425621033,2008-01-01
Political Stability Index YEM,,-2.32902073860168,2009-01-01
Political Stability Index YEM,,-2.4237163066864,2010-01-01
Political Stability Index YEM,,-2.42679643630981,2011-01-01
Political Stability Index YEM,,-2.43066310882568,2012-01-01
Political Stability Index YEM,,-2.37482810020447,2013-01-01
Political Stability Index YEM,,-2.66557502746582,2014-01-01
Political Stability Index YEM,,-2.66801619529724,2015-01-01
Political Stability Index YEM,,-2.78448867797852,2016-01-01
Political Stability Index YEM,,-2.93431544303894,2017-01-01
Political Stability Index YEM,,-2.9960310459137,2018-01-01
Political Stability Index YEM,,-2.77087378501892,2019-01-01
Political Stability Index YEM,,-2.64764642715454,2020-01-01
Political Stability Index YEM,,-2.58030962944031,2021-01-01
Political Stability Index YEM,,-2.47688031196594,2022-01-01
